Name,Birthcity,Birthstate,Birthyear,Continent Name,Country Code,Country Name,countryCode3,Dead or Alive,Domain,First Initial,Gender,Industry,Occupation,To,Average Views,En Curid,HPI,L star,LAT,LON,Numlangs,Page Views English,Page Views Non English,Std Dev Page Views,Total Page Views
Nizam al-Mulk,Tous,,1018,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,1092,"24,346.21","519,074",24.29073436,7.038210297,36.454167,59.566944,29,"154,216","551,824","4,532.08","706,040"
Tahmasp I,Shahabad,,1514,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,1576,"14,526.11","535,230",22.93212123,10.94474794,32.633333,51.65,28,"122,626","284,105","4,773.00","406,731"
Nader Shah,Dargaz,,1688,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,1747,"29,823","23,386,500",23.86886557,8.340815902,,,38,"501,012","632,262","8,804.73","1,133,274"
Naser al-Din Shah Qajar,Tabriz,,1831,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,1896,"16,275.23","946,702",22.06681281,7.915737725,38.066667,46.3,30,"165,321","322,936","5,792.25","488,257"
Reza Shah,Alasht,,1878,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,1944,"46,057.78","250,811",24.19392943,10.97323758,36.066667,52.837222,40,"436,427","1,405,884","16,896.46","1,842,311"
Mohammad Reza Pahlavi,Tehran,,1919,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1980,"164,198.40","20,065,598",25.67903861,8.908716128,35.696111,51.423056,57,"4,201,907","5,157,402","63,544.56","9,359,309"
Abolhassan Banisadr,Hamadan,,1933,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"23,012.90","399,571",22.65279967,9.171480613,34.8,48.516667,30,"126,939","563,448","5,093.05","690,387"
Akbar Hashemi Rafsanjani,Nough,,1934,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"44,947.07","399,536",22.57168646,6.723083888,,,41,"809,645","1,033,185","26,839.41","1,842,830"
Ali Khamenei,Mashhad,,1939,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"117,237.25","385,653",24.21764136,7.332173724,36.3,59.6,53,"3,226,028","2,987,546","67,859.38","6,213,574"
Mir-Hossein Mousavi,Khamaneh,,1942,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"72,210.27","844,215",21.05990355,3.9779945,38.193333,45.630833,33,"1,140,153","1,242,786","83,474.84","2,382,939"
Mohammad Khatami,Ardakan,,1943,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"38,722.98","193,208",22.96296059,7.622689825,32.31,54.0175,44,"865,010","838,801","15,190.73","1,703,811"
Moshe Katsav,Yazd,,1945,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"26,447.43","243,060",22.61629942,10.50294681,31.897222,54.367778,44,"450,557","713,130","12,650.10","1,163,687"
Mahmoud Ahmadinejad,Aradan,,1956,Asia,IR,Iran,IRN,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"119,549.13","7,907,317",23.59958273,7.657289922,35.249722,52.493333,91,"5,801,500","5,077,471","86,875.99","10,878,971"
Hammurabi,Babylon,,-1796,Asia,IQ,Iraq,IRQ,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,-1750,"65,561","14,358",28.74550644,10.72354007,32.536389,44.420833,82,"2,356,044","3,019,958","24,904.29","5,376,002"
Sargon of Akkad,Azupiranu,,-2360,Asia,IQ,Iraq,IRQ,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,-2279,"46,617.98","21,476,708",26.55348594,6.264800433,,,46,"1,294,485","849,942","9,062.92","2,144,427"
Saladin,Tikrit,,1138,Asia,IQ,Iraq,IRQ,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1193,"135,769.02","26,983",29.14011674,10.58671473,34.6,43.683333,104,"5,828,191","8,291,787","52,452.06","14,119,978"
Jalal Talabani,Kelkan,,1933,Asia,IQ,Iraq,IRQ,Alive,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,0,"38,228.50","440,244",24.08786674,9.001375349,,,48,"857,727","977,241","8,778.28","1,834,968"
Faisal II of Iraq,Baghdad,,1935,Asia,IQ,Iraq,IRQ,Dead,INSTITUTIONS,F,Male,GOVERNMENT,POLITICIAN,1958,"27,293.31","33,574,178",22.54583689,6.369184149,33.333333,44.433333,29,"385,500","406,006","3,086.46","791,506"
Tariq Aziz,Tel Keppe,,1936,Asia,IQ,Iraq,IRQ,Dead,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,2015,"54,146.63","200,692",21.707087,5.828487105,36.489444,43.119167,27,"841,862","620,097","17,003.14","1,461,959"
Saddam Hussein,Al-Awja,,1937,Asia,IQ,Iraq,IRQ,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,2006,"266,557.78","29,490",27.55855068,9.839516264,34.533056,43.733056,98,"12,133,300","13,989,362","119,640.00","26,122,662"
Nouri al-Maliki,Hindiya,,1950,Asia,IQ,Iraq,IRQ,Alive,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,0,"45,634.68","4,723,094",21.8660962,5.818972996,32.544167,44.219722,38,"822,915","911,203","11,306.33","1,734,118"
Muqtada al-Sadr,Baghdad,,1973,Asia,IQ,Iraq,IRQ,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"37,263.76","351,058",17.90250173,6.132379403,32,44.33,34,"651,114","615,854","7,472.07","1,266,968"
Al-Ma'mun,Baghdad,,786,Asia,IQ,IRAQ,IRQ,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,833,"16,156.25","341,374",24.08784824,10.1275566,33.333333,44.433333,32,"217,605","299,395","4,073.50","517,000"
Ahmed Hassan al-Bakr,Tikrit,,1914,Asia,IQ,IRAQ,IRQ,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,1982,"25,269.52","209,172",22.84088547,7.570205181,34.6,43.683333,31,"337,359","445,996","3,769.66","783,355"
Hezekiah,Jerusalem,,-739,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,-687,"33,618.65","14,005",25.35004718,6.223211308,31.783333,35.216667,34,"627,636","515,398","5,130.49","1,143,034"
Amon of Judah,Judah,,-664,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,-641,"4,971.81","731,015",21.96142099,4.072227336,,,27,"88,890","45,349",800.0394578,"134,239"
Josiah,Jerusalem,,-649,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,-609,"38,373.20","623,231",24.95762843,5.286198728,31.783333,35.216667,30,"726,104","425,092","4,617.10","1,151,196"
Herod Antipas,Judea,,-20,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,39,"48,868.29","356,714",26.1043683,8.372121142,31.698889,35.306389,38,"859,649","997,346","9,168.05","1,856,995"
Jeroboam,United Monarchy,,-950,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,-910,"26,893.87","16,123",25.14032365,6.777747566,,,30,"432,513","374,303","3,287.71","806,816"
Ahab,Samaria,,-900,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,-874,"31,400","1,389",25.27555813,5.822131594,32.14306,35.26062,33,"617,518","418,682","3,850.79","1,036,200"
Ahaziah of Judah,Jerusalem,,-865,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,-841,"4,307.32","472,998",22.20320112,3.524287316,31.783333,35.216667,28,"81,319","39,286",462.3584566,"120,605"
Amaziah of Judah,Jerusalem,,-800,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,-767,"6,197.79","473,671",24.0605129,9.487249914,31.783333,35.216667,28,"74,071","99,467",696.2120476,"173,538"
Moshe Dayan,Degania Alef,,1915,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1981,"66,848.93","90,142",24.71899438,9.169830151,32.7081,35.574897,41,"1,202,565","1,538,241","11,060.08","2,740,806"
Yitzhak Rabin,Jerusalem,,1922,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,1995,"92,744.11","43,983",25.24016694,8.559304738,31.783333,35.216667,64,"2,226,658","3,708,965","47,368.48","5,935,623"
Ezer Weizman,Tel Aviv,,1924,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,2005,"19,709.65","673,848",23.29701897,9.408866768,32.066667,34.8,31,"222,767","388,232","1,866.89","610,999"
Ariel Sharon,Kfar Malal,,1928,Asia,IL,Israel,ISR,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,2014,"132,964.69","2,944",26.03475525,8.994186281,32.1679,34.895097,65,"3,975,813","4,666,892","39,833.75","8,642,705"
Mahmoud Abbas,Safed,,1935,Asia,IL,Israel,ISR,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"47,877.86","232,595",24.29354939,8.901890725,32.965833,35.498333,59,"1,366,067","1,458,727","19,600.44","2,824,794"
Ehud Barak,Mishmar HaSharon kibbutz,,1942,Asia,IL,Israel,ISR,Alive,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,0,"53,129.96","168,212",23.79003745,8.357895327,32.358611,34.903056,45,"1,089,964","1,300,884","16,378.95","2,390,848"
Ehud Olmert,Binyamina,,1945,Asia,IL,Israel,ISR,Alive,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,0,"35,596.14","848,569",23.68264268,10.3130446,32.522222,34.945,59,"945,653","1,154,519","16,753.79","2,100,172"
Benjamin Netanyahu,Tel Aviv,,1949,Asia,IL,Israel,ISR,Alive,INSTITUTIONS,B,Male,GOVERNMENT,POLITICIAN,0,"95,817.34","56,472",23.69984958,6.566407744,32.066667,34.8,70,"3,810,973","2,896,241","53,875.01","6,707,214"
Marouf al-Bakhit,Jordan,,1947,Asia,JO,Jordan,JOR,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"7,915.27","3,295,290",18.40800202,6.337544011,31.95,35.933333,26,"96,313","109,484","6,056.38","205,797"
Abdullah II of Jordan,Amman,,1962,Asia,JO,Jordan,JOR,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"78,509.71","164,053",20.62761568,4.522025097,31.949722,35.932778,56,"3,016,338","1,380,206","26,529.95","4,396,544"
Hussein of Jordan,Amman,,1935,Asia,JO,JORDAN,JOR,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,1999,"72,326.66","80,608",23.80345648,5.18346374,31.949722,35.932778,44,"1,792,834","1,389,539","14,911.11","3,182,373"
Uesugi Kenshin,Echigo Province,,1530,Asia,JP,Japan,JPN,Dead,INSTITUTIONS,U,Male,GOVERNMENT,POLITICIAN,1578,"199,851.33","352,118",24.67440615,2.590099596,,,27,"699,961","4,696,025","40,855.37","5,395,986"
It? Hirobumi,Yamaguchi Prefecture,,1841,Asia,JP,Japan,JPN,Dead,INSTITUTIONS,I,Male,GOVERNMENT,POLITICIAN,1909,"88,970.09","49,639",24.91776621,2.924259517,,,47,"316,681","3,864,913","19,063.71","4,181,594"
Hideki Tojo,Tokyo,,1884,Asia,JP,Japan,JPN,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,1948,"98,094.92","27,287,957",25.35071253,5.039886511,,,52,"1,303,974","3,796,962","22,960.00","5,100,936"
Hirohito,Tokyo,,1901,Asia,JP,Japan,JPN,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,1989,"137,833.35","10,287",27.2207319,6.995929168,35.672,139.723,93,"4,488,400","8,330,102","43,738.93","12,818,502"
Yasuhiro Nakasone,Takasaki,,1918,Asia,JP,Japan,JPN,Alive,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,0,"69,326.90","174,187",23.33048086,2.358064595,36.316667,139,30,"211,591","1,868,216","7,518.33","2,079,807"
Kakuei Tanaka,Niigata,,1918,Asia,JP,Japan,JPN,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,1993,"92,312","174,182",23.21780755,1.865726626,,,29,"155,911","2,521,137","11,179.60","2,677,048"
Lee Myung-bak,Osaka,,1941,Asia,JP,Japan,JPN,Alive,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,0,"69,280.72","3,844,691",24.32229405,7.095891106,34.693889,135.502222,57,"1,064,565","2,884,436","38,268.51","3,949,001"
Emperor Jimmu,Kyushu,,-711,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,-585,"92,741.45","10,130",27.04802563,4.035666035,33,131,40,"679,933","3,029,725","13,569.06","3,709,658"
Ashikaga Takauji,Ayabe,,1305,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,1358,"65,938.07","297,001",24.80592074,2.518843832,35.3,135.266667,27,"153,329","1,626,999","5,246.98","1,780,328"
Takeda Shingen,Kofu,,1521,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,1573,"173,243.03","317,069",25.98158154,3.16612096,35.666667,138.566667,29,"778,549","4,245,499","12,381.13","5,024,048"
Toyotomi Hideyoshi,Nagoya,,1537,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,1598,"236,318.83","31,182",26.4572824,3.257327677,35.168611,136.873056,42,"1,614,491","8,310,900","43,291.97","9,925,391"
Matsukata Masayoshi,Kagoshima,,1835,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1924,"21,858.19","174,106",23.07997031,2.955383804,31.6,130.55,26,"63,661","504,652","1,218.05","568,313"
Saionji Kinmochi,Kyoto,,1849,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1940,"36,448.82","316,457",23.50367283,2.531646676,35.011667,135.768333,28,"81,730","938,837","2,316.42","1,020,567"
Emperor Meiji,Kyoto,,1852,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,1912,"117,513.92","20,960,029",26.02842202,5.256149427,35.011667,135.768333,49,"1,375,844","4,382,338","17,515.03","5,758,182"
Hayato Ikeda,Takehara,,1899,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,1965,"41,484.07","174,180",21.85594576,2.256394548,34.333333,132.916667,27,"73,540","1,046,530","9,733.52","1,120,070"
Yasuo Fukuda,Takasaki,,1936,Asia,JP,JAPAN,JPN,Alive,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,0,"45,055.32","3,067,600",23.20307999,4.818260718,36.316667,139,59,"642,904","2,015,360","40,663.65","2,658,264"
Ryutaro Hashimoto,Soja,,1937,Asia,JP,JAPAN,JPN,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,2006,"56,836.41","368,549",22.90390972,2.209872125,34.659167,133.766111,29,"124,733","1,523,523","5,740.97","1,648,256"
Naoto Kan,Ube,,1946,Asia,JP,JAPAN,JPN,Alive,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,0,"80,533.88","365,175",22.71161491,3.014254862,33.95,131.25,64,"712,165","4,442,003","113,591.06","5,154,168"
Yukio Hatoyama,Bunky?,,1947,Asia,JP,JAPAN,JPN,Alive,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,0,"103,543.29","2,687,269",22.57724238,2.672356492,35.716667,139.75,55,"769,791","4,925,090","103,993.66","5,694,881"
Shinz? Abe,Tokyo,,1954,Asia,JP,JAPAN,JPN,Alive,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,0,"86,251.63","2,634,434",21.7004149,3.25766694,35.683333,139.683333,62,"735,776","4,611,825","102,462.32","5,347,601"
Yoshihiko Noda,Funabashi,,1957,Asia,JP,JAPAN,JPN,Alive,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,0,"73,494.13","13,660,794",20.24893757,2.629690621,35.7,139.983333,55,"423,362","3,618,815","116,567.33","4,042,177"
Aslan Maskhadov,Karaganda,,1951,Asia,KZ,Kazakhstan,KAZ,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,2005,"19,584.34","340,963",22.12791448,11.24870197,49.833333,73.166667,38,"307,007","437,198","2,968.20","744,205"
Nursultan Nazarbayev,Ushkonyr,,1940,Asia,KZ,KAZAKHSTAN,KAZ,Alive,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,0,"28,727.19","57,610",23.70046508,9.495376906,43.3775,76.62,63,"815,014","994,799","16,827.18","1,809,813"
Vladimir Zhirinovsky,Almaty,,1946,Asia,KZ,KAZAKHSTAN,KAZ,Alive,INSTITUTIONS,V,Male,GOVERNMENT,POLITICIAN,0,"22,252.21","392,566",22.3188748,9.360784487,43.2775,76.895833,42,"433,620","500,973","7,011.49","934,593"
Akhmad Kadyrov,Karaganda,,1951,Asia,KZ,KAZAKHSTAN,KAZ,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,2004,"21,927.86","300,200",20.298049,6.86354099,49.833333,73.166667,28,"329,593","284,387","4,463.83","613,980"
Askar Akayev,Kemin,,1944,Asia,KG,Kyrgyzstan,KGZ,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"11,158.65","392,441",21.0939773,8.813565231,,,31,"159,554","186,364","3,104.03","345,918"
Kurmanbek Bakiyev,Masadan,,1949,Asia,KG,KYRGYZSTAN,KGZ,Alive,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,0,"13,248.57","1,646,705",19.83607551,8.35972007,40.897778,72.969167,47,"335,463","287,220","20,200.94","622,683"
Suryavarman II,Cambodia,,1100,Asia,KH,Cambodia,KHM,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1145,"14,791.14","961,776",23.17544143,5.715050625,11.55,104.916667,29,"261,475","167,468","1,945.27","428,943"
Norodom Sihanouk,Phnom Penh,,1922,Asia,KH,Cambodia,KHM,Dead,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,2012,"43,843.59","80,051",23.22601973,10.08797136,11.56368,104.93112,54,"1,014,395","1,353,159","51,372.57","2,367,554"
Hun Sen,Stueng Trang District,,1952,Asia,KH,Cambodia,KHM,Alive,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,0,"42,468.97","393,779",21.45040232,8.218371696,12.257222,105.536111,32,"619,545","739,462","9,515.12","1,359,007"
Norodom Sihamoni,Phnom Penh,,1953,Asia,KH,Cambodia,KHM,Alive,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,0,"31,245.40","1,046,517",21.50965502,10.20761118,11.56368,104.93112,43,"592,044","751,508","12,881.55","1,343,552"
Pol Pot,Prek Sbauv,,1925,Asia,KH,CAMBODIA,KHM,Dead,INSTITUTIONS,P,Male,GOVERNMENT,POLITICIAN,1998,"153,698.39","24,326",26.82812776,9.513772381,12.7,104.9,76,"5,362,922","6,318,156","41,806.81","11,681,078"
Kim Kyu-sik,Dongnae-gu,,1881,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,1950,"3,828.90","2,311,971",20.86571836,8.047560291,35.203611,129.083889,30,"24,304","90,563","1,024.24","114,867"
Kim Seong-su,Gochang County,,1891,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,1955,"1,826.91","26,255,260",20.85656689,11.62095876,37.55,126.966667,32,"4,938","53,523",452.4438712,"58,461"
Chang Myon,Seoul,,1899,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,C,Male,GOVERNMENT,POLITICIAN,1966,"5,057","11,328,556",22.14912742,9.197029262,37.566667,126.966667,42,"38,809","173,585","1,447.83","212,394"
Park Chung-hee,Gumi,,1917,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,P,Male,GOVERNMENT,POLITICIAN,1979,"70,074.70","603,199",24.05565058,6.641615103,,,54,"980,821","2,803,213","50,771.06","3,784,034"
Kim Dae-jung,Hauido,,1925,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,2009,"36,756.35","152,967",24.30321341,9.226319194,34.599444,126.0375,66,"573,306","1,852,613","26,779.18","2,425,919"
Kim Young-sam,Geoje,,1927,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,2015,"17,803.25","35,991,378",23.5277715,8.426928175,34.858056,128.618333,51,"189,894","718,072","5,856.11","907,966"
Chun Doo-hwan,Hapcheon,,1931,Asia,KR,South Korea,KOR,Alive,INSTITUTIONS,C,Male,GOVERNMENT,POLITICIAN,0,"36,021.02","3,194,263",23.59165003,6.55899003,,,44,"366,806","1,218,119","10,554.97","1,584,925"
Roh Tae-woo,Daegu,,1932,Asia,KR,South Korea,KOR,Alive,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,0,"29,147.91","98,637",22.80731953,6.795959176,35.866667,128.6,32,"222,488","710,245","5,926.82","932,733"
Roh Moo-hyun,Gimhae,,1946,Asia,KR,South Korea,KOR,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,2009,"56,196.91","24,050,318",22.89052286,6.37579372,35.234167,128.881111,57,"790,452","2,412,772","60,403.31","3,203,224"
Saud of Saudi Arabia,Kuwait City,,1902,Asia,KW,KUWAIT,KWT,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1969,"58,837.85","402,553",22.64792267,3.509065075,29.369722,47.978333,33,"575,977","1,365,672","18,595.63","1,941,649"
Choummaly Sayasone,Attapeu,,1936,Asia,LA,Laos,LAO,Alive,INSTITUTIONS,C,Male,GOVERNMENT,POLITICIAN,0,"12,415.03","4,469,239",22.78478545,10.50070545,14.8,106.833333,36,"181,754","265,187","1,817.61","446,941"
Émile Lahoud,Beirut,,1936,Asia,LB,LEBANON,LBN,Alive,INSTITUTIONS,É,Male,GOVERNMENT,POLITICIAN,0,"12,075.85","392,496",22.83191635,11.67889553,33.886944,35.513056,34,"135,288","275,291","1,736.91","410,579"
Fouad Siniora,Sidon,,1943,Asia,LB,LEBANON,LBN,Alive,INSTITUTIONS,F,Male,GOVERNMENT,POLITICIAN,0,"17,051.81","2,195,263",21.85196153,8.44234324,33.560556,35.398056,27,"207,755","252,644","2,552.16","460,399"
Rafic Hariri,Sidon,,1944,Asia,LB,LEBANON,LBN,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,2005,"35,724.87","394,985",23.28672372,9.385557387,33.560556,35.398056,38,"416,102","941,443","8,965.43","1,357,545"
Mahinda Rajapaksa,Hambantota,,1945,Asia,LK,Sri Lanka,LKA,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"24,348.76","581,583",21.03034464,3.910784998,,,46,"840,633","279,410","9,069.74","1,120,043"
Maumoon Abdul Gayoom,Malé,,1937,Asia,MV,MALDIVES,MDV,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"14,519.46","277,170",20.84610559,6.424428188,4.175278,73.508889,28,"240,098","166,447","3,399.51","406,545"
Mohammed Waheed Hassan,Malé,,1953,Asia,MV,MALDIVES,MDV,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"10,749.73","9,362,881",16.98782652,5.167634612,4.175278,73.508889,26,"178,644","100,849","10,127.45","279,493"
Mohamed Nasheed,Malé,,1967,Asia,MV,MALDIVES,MDV,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"20,379.53","2,375,585",16.45256556,4.472070524,4.175278,73.508889,34,"460,430","232,474","12,498.58","692,904"
Ne Win,Paungdale,,1911,Asia,MM,,MMR,Dead,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,2002,"27,846.42","155,139",22.13573319,6.558292059,18.85,95.383333,26,"394,566","329,441","3,867.44","724,007"
Aung San,Natmauk,,1915,Asia,MM,,MMR,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,1947,"37,665.59","585,020",22.0685049,6.150375516,20.350278,95.401389,32,"684,924","520,375","12,197.38","1,205,299"
Than Shwe,Kyaukse,,1933,Asia,MM,,MMR,Alive,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,0,"41,269.67","194,191",22.66130127,7.342861351,21.613056,96.130278,36,"792,160","693,548","12,851.58","1,485,708"
Thein Sein,Ngapudaw Township,,1945,Asia,MM,,MMR,Alive,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,0,"31,385.12","11,309,984",21.63405427,7.700428493,16.537778,94.693611,34,"533,391","533,703","13,134.24","1,067,094"
U Thant,Pantanaw,,1909,Asia,MM,Myanmar [Burma],MMR,Dead,INSTITUTIONS,U,Male,GOVERNMENT,POLITICIAN,1974,"22,276.45","326,067",24.94010273,11.09068872,,,58,"629,978","662,056","3,212.59","1,292,034"
Batu Khan,Mongolia,,1207,Asia,MN,Mongolia,MNG,Dead,INSTITUTIONS,B,Male,GOVERNMENT,POLITICIAN,1255,"32,746.19","188,698",26.33642333,12.36322249,46,105,47,"383,874","1,155,197","6,539.22","1,539,071"
Möngke Khan,Other,,1209,Asia,MN,Mongolia,MNG,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1259,"26,244.87","742,605",24.9964624,11.14244456,46,105,30,"278,779","508,567","3,229.66","787,346"
Nambaryn Enkhbayar,Ulan Bator,,1958,Asia,MN,MONGOLIA,MNG,Alive,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,0,"9,644.90","395,031",19.02924432,9.32931527,47.92,106.92,29,"125,400","154,302","1,864.07","279,702"
Tsakhiagiin Elbegdorj,Zereg,,1963,Asia,MN,MONGOLIA,MNG,Alive,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,0,"15,590.84","924,662",18.13082012,7.948364697,47.109722,92.844444,37,"314,061","262,800","7,987.94","576,861"
Anwar Ibrahim,Cherok Tok Kun,,1947,Asia,MY,Malaysia,MYS,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"64,400.42","19,264,815",19.82671402,3.134935922,,,26,"1,213,048","461,363","24,859.77","1,674,411"
Abdullah Ahmad Badawi,Bayan Lepas,,1939,Asia,MY,MALAYSIA,MYS,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"40,117.17","348,097",22.39023972,4.764598296,5.283333,100.266667,30,"687,775","515,740","5,189.26","1,203,515"
Ram Baran Yadav,Sapahi,,1948,Asia,NP,Nepal,NPL,Alive,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,0,"13,322.89","18,501,306",20.58796085,7.019209665,26.8,85.95,38,"287,683","218,587","4,667.00","506,270"
