Name,Birthcity,Birthstate,Birthyear,Continent Name,Country Code,Country Name,countryCode3,Dead or Alive,Domain,First Initial,Gender,Industry,Occupation,To,Average Views,En Curid,HPI,L star,LAT,LON,Numlangs,Page Views English,Page Views Non English,Std Dev Page Views,Total Page Views
Hafizullah Amin,Paghman,,1929,Asia,AF,AFGHANISTAN,AFG,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,1979,"21,780.33","14,280",22.21501592,7.192776569,34.583333,68.95,30,"346,616","306,794","3,303.19","653,410"
Burhanuddin Rabbani,Fayzabad,,1940,Asia,AF,AFGHANISTAN,AFG,Dead,INSTITUTIONS,B,Male,GOVERNMENT,POLITICIAN,2011,"20,622.90","4,611",21.43976417,7.180094626,37.1175,70.579722,41,"466,150","379,389","14,149.20","845,539"
Hamid Karzai,Karz,,1957,Asia,AF,AFGHANISTAN,AFG,Alive,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,0,"52,164.21","80,949",22.03826849,5.921388878,31.566667,65.716667,68,"2,236,632","1,310,534","17,230.33","3,547,166"
Maktoum bin Rashid Al Maktoum,Dubai,,1943,Asia,AE,UNITED ARAB EMIRATES,ARE,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,2006,"29,361.15","393,791",22.30898049,5.43008714,24.95,55.333333,27,"433,413","359,338","2,545.47","792,751"
Khalifa bin Zayed Al Nahyan,Al Ain,,1948,Asia,AE,UNITED ARAB EMIRATES,ARE,Alive,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,0,"68,582.34","1,129,854",22.39791621,4.934618572,24.2075,55.744722,41,"1,679,389","1,132,487","16,671.44","2,811,876"
Mohammed bin Rashid Al Maktoum,Dubai,,1949,Asia,AE,UNITED ARAB EMIRATES,ARE,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"150,002.41","521,165",22.82612958,4.752461093,24.95,55.333333,37,"3,379,208","2,170,881","30,626.17","5,550,089"
Anastas Mikoyan,Sanahin,,1895,Asia,AM,ARMENIA,ARM,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,1978,"18,889.81","486,649",23.4007363,9.899827397,41.087924,44.667985,36,"293,921","386,112","2,789.83","680,033"
Tigran Sargsyan,Vanadzor,,1960,Asia,AM,ARMENIA,ARM,Alive,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,0,"7,990.64","16,859,760",18.89658217,9.282218385,40.812778,44.488333,33,"117,561","146,130","1,574.25","263,691"
Murad III,Bozda?an,,1546,Asia,AZ,Azerbaijan,AZE,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1595,"30,064.33","19,989",25.19146875,14.37689144,38.630556,27.422222,54,"256,281","1,367,193","23,120.15","1,623,474"
Heydar Aliyev,Nakhichevan Autonomous Soviet Socialist Republic,,1923,Asia,AZ,Azerbaijan,AZE,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,2003,"24,598.68","399,787",22.87674978,8.416815367,,,44,"409,401","672,941","11,169.95","1,082,342"
Artur Rasizade,Ganja,,1935,Asia,AZ,AZERBAIJAN,AZE,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"8,494.10","30,875,744",21.87192136,10.13072908,40.682778,46.360556,31,"97,489","165,828","1,398.97","263,317"
Ilham Aliyev,Baku,,1961,Asia,AZ,AZERBAIJAN,AZE,Alive,INSTITUTIONS,I,Male,GOVERNMENT,POLITICIAN,0,"21,084.25","22,765,442",20.5667501,9.247243614,40.395278,49.882222,60,"610,695","654,360","9,858.45","1,265,055"
Zillur Rahman,Bhairab Upazila,,1929,Asia,BD,Bangladesh,BGD,Dead,INSTITUTIONS,Z,Male,GOVERNMENT,POLITICIAN,2013,"14,343.36","21,493,599",18.99010998,4.959260382,24.05,90.988333,28,"258,018","143,596","15,380.40","401,614"
Sheikh Mujibur Rahman,Tungipara Upazila,,1920,Asia,BD,BANGLADESH,BGD,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1975,"29,688.92","246,089",21.09923103,3.298767436,22.9,89.883333,36,"817,931","250,870","7,986.34","1,068,801"
Iajuddin Ahmed,Munshiganj District,,1931,Asia,BD,BANGLADESH,BGD,Dead,INSTITUTIONS,I,Male,GOVERNMENT,POLITICIAN,2012,"8,515.27","288,508",20.57079552,9.184088228,23.46,90.54,30,"110,759","144,699","3,956.87","255,458"
Zalman Shazar,Mir,,1889,Asia,BY,BELARUS,BLR,Dead,INSTITUTIONS,Z,Male,GOVERNMENT,POLITICIAN,1974,"12,196.52","673,892",22.60480788,8.61318389,53.45,26.466667,27,"87,640","241,666","1,267.51","329,306"
Hassanal Bolkiah,Bandar Seri Begawan,,1946,Asia,BN,BRUNEI DARUSSALAM,BRN,Alive,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,0,"98,930.89","9,527,107",23.51342872,5.091227478,4.890278,114.942222,44,"2,840,282","1,512,677","17,014.90","4,352,959"
Jigme Singye Wangchuck,Thimphu,,1955,Asia,BT,Bhutan,BTN,Alive,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,0,"28,072.13","392,308",19.68902494,6.425328203,,,38,"528,297","538,444","18,460.81","1,066,741"
Jigme Dorji Wangchuck,Thimphu,,1928,Asia,BT,BHUTAN,BTN,Dead,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,1972,"10,726.81","570,768",20.72936675,8.491208332,27.466667,89.641667,26,"117,676","161,221","3,377.60","278,897"
Qin Shi Huang,Handan,,-259,Asia,CN,China,CHN,Dead,INSTITUTIONS,Q,Male,GOVERNMENT,POLITICIAN,-210,"63,874.13","99,598",29.51916423,9.261544402,36.6,114.483333,144,"3,670,938","5,526,937","37,584.79","9,197,875"
Emperor Wu of Han,Xi'an,,-156,Asia,CN,China,CHN,Dead,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,-87,"31,375.82","339,091",26.21745537,7.840481109,34.266667,108.9,45,"535,853","876,059","6,354.33","1,411,912"
Liu Bei,Zhuozhou,,161,Asia,CN,China,CHN,Dead,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,223,"180,589.61","259,901",26.95747865,5.533687623,39.483333,115.966667,28,"1,271,074","3,785,435","18,383.46","5,056,509"
Sun Quan,China,,182,Asia,CN,China,CHN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,252,"79,303.69","55,654",26.07102095,5.682325635,35,103,29,"592,739","1,707,068","9,650.85","2,299,807"
Emperor Taizong of Tang,Wuchuan County,,599,Asia,CN,China,CHN,Dead,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,649,"48,634.43","207,992",25.37133101,6.487807434,34.272222,108.108333,30,"430,708","1,028,325","7,278.17","1,459,033"
Kublai Khan,Other,,1215,Asia,CN,China,CHN,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,1294,"74,562.30","20,754,760",27.38554063,8.600688959,46,105,69,"2,762,184","2,382,615","16,011.63","5,144,799"
Hongwu Emperor,Fengyang County,,1328,Asia,CN,China,CHN,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,1398,"246,512","163,029",23.71886642,3.116150294,32.866667,117.566667,31,"623,497","7,018,375","399,603.68","7,641,872"
Yuan Shikai,Henan,,1859,Asia,CN,China,CHN,Dead,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,1916,"84,622.97","59,259",24.52772362,7.553322654,,,32,"943,021","1,764,914","13,521.50","2,707,935"
Sun Yat-sen,Guangzhou,,1866,Asia,CN,China,CHN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1925,"80,100.99","88,483",26.64035491,8.360195019,,,90,"3,177,766","4,031,323","29,928.45","7,209,089"
Guangxu Emperor,Beijing,,1871,Asia,CN,China,CHN,Dead,INSTITUTIONS,G,Male,GOVERNMENT,POLITICIAN,1908,"64,740.04","265,935",23.76000289,7.165810118,39.944465,116.38475,26,"552,703","1,130,538","8,434.27","1,683,241"
Mao Zedong,Shaoshan,,1893,Asia,CN,China,CHN,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1976,"238,131","19,527",28.46057367,10.3789669,27.91,112.48,122,"12,630,823","16,421,159","115,691.96","29,051,982"
Liu Shaoqi,Ningxiang,,1898,Asia,CN,China,CHN,Dead,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,1969,"70,239.22","89,204",23.86045676,6.943827919,,,27,"464,218","1,432,241","9,410.32","1,896,459"
Deng Xiaoping,Guang'an,,1904,Asia,CN,China,CHN,Dead,INSTITUTIONS,D,Male,GOVERNMENT,POLITICIAN,1997,"131,608.92","8,205",25.98910525,8.86794219,30.474167,106.641389,65,"3,609,034","4,945,546","51,592.22","8,554,580"
Chiang Ching-kuo,Fenghua,,1910,Asia,CN,China,CHN,Dead,INSTITUTIONS,C,Male,GOVERNMENT,POLITICIAN,1988,"60,473.86","61,157",23.42329748,5.84583499,29.65,121.416667,28,"423,056","1,270,212","9,302.94","1,693,268"
Zhao Ziyang,"Hua County, Shaanxi",,1919,Asia,CN,China,CHN,Dead,INSTITUTIONS,Z,Male,GOVERNMENT,POLITICIAN,2005,"80,005.09","147,183",23.61528039,5.757797765,35.563889,114.505833,32,"766,845","1,793,318","17,271.25","2,560,163"
Hua Guofeng,Shanxi,,1921,Asia,CN,China,CHN,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,2008,"56,808.74","100,434",23.40980706,7.25135348,,,35,"608,654","1,379,652","17,188.22","1,988,306"
Jiang Zemin,Yangzhou,,1926,Asia,CN,China,CHN,Alive,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,0,"113,336.93","95,871",24.10962343,6.749501391,32.4,119.416667,46,"1,454,933","3,758,566","71,653.84","5,213,499"
Hu Jintao,Jiangyan,,1942,Asia,CN,China,CHN,Alive,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,0,"121,948.40","151,210",26.12673873,8.678258504,32.45,119.916667,86,"4,325,846","6,161,716","65,264.48","10,487,562"
Wen Jiabao,Tianjin,,1942,Asia,CN,China,CHN,Alive,INSTITUTIONS,W,Male,GOVERNMENT,POLITICIAN,0,"74,062.40","213,059",24.57263288,7.119032803,39.133333,117.183333,60,"1,453,082","2,990,662","36,341.08","4,443,744"
Xi Jinping,Beijing,,1953,Asia,CN,China,CHN,Alive,INSTITUTIONS,X,Male,GOVERNMENT,POLITICIAN,0,"111,665.20","2,017,814",22.28653802,6.597906315,39.916667,116.383333,55,"1,886,850","4,254,736","126,739.89","6,141,586"
Yellow Emperor,Zhengzhou,,-2700,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,-2598,"40,569.21","439,058",26.92369832,8.109659274,34.766667,113.65,39,"677,368","904,831","5,694.74","1,582,199"
Yongle Emperor,Nanjing,,1360,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,Y,Male,GOVERNMENT,POLITICIAN,1424,"52,782.03","74,268",24.94338475,8.251304253,32.05,118.766667,31,"567,696","1,068,547","9,793.76","1,636,243"
Wanli Emperor,Beijing,,1563,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,W,Male,GOVERNMENT,POLITICIAN,1620,"30,338.11","390,593",24.01215386,7.843124823,39.916667,116.383333,27,"213,663","605,466","4,461.75","819,129"
Shunzhi Emperor,Shenyang,,1638,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1661,"43,490.19","263,101",23.88251511,7.143964795,41.8,123.4,27,"383,684","790,551","7,592.45","1,174,235"
Kangxi Emperor,Beijing,,1654,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,1722,"98,053.94","256,180",25.01154845,6.470807913,39.916667,116.383333,36,"1,087,671","2,442,271","26,682.31","3,529,942"
Qianlong Emperor,Beijing,,1711,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,Q,Male,GOVERNMENT,POLITICIAN,1799,"96,050.52","265,949",24.93840651,7.397303349,39.916667,116.383333,33,"917,245","2,252,422","21,991.40","3,169,667"
Zhou Enlai,Huai'an,,1898,Asia,CN,CHINA,CHN,Alive,INSTITUTIONS,Z,Male,GOVERNMENT,POLITICIAN,0,"158,279.29","50,444",23.13434818,4.471501933,33.5,119.133333,49,"1,411,254","6,344,431","411,802.87","7,755,685"
Puyi,Beijing,,1906,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,P,Male,GOVERNMENT,POLITICIAN,1967,"160,270.30","55,072",25.32560132,7.497493093,39.916667,116.383333,43,"2,433,919","4,457,704","40,142.72","6,891,623"
Lin Biao,Huanggang,,1907,Asia,CN,CHINA,CHN,Dead,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,1971,"101,945","297,256",23.70912704,5.597801493,30.45,114.8,26,"618,659","2,031,911","15,889.44","2,650,570"
Li Peng,Shanghai,,1928,Asia,CN,CHINA,CHN,Alive,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,0,"88,356.85","44,533",21.58809483,4.407245984,31.2,121.5,27,"319,434","2,066,201","84,560.24","2,385,635"
Makarios III,Panagia,,1913,Asia,CY,Cyprus,CYP,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1977,"20,137.35","358,396",22.90359958,9.017051003,34.916667,32.633333,34,"293,440","391,230","3,572.01","684,670"
Nicos Anastasiades,Pera Pedi,,1946,Asia,CY,Cyprus,CYP,Alive,INSTITUTIONS,N,Male,GOVERNMENT,POLITICIAN,0,"9,336.58","8,332,209",17.73331676,4.06739552,34.859444,32.876111,26,"142,715","100,036","9,591.83","242,751"
Mehmet Ali Talat,Kyrenia,,1952,Asia,CY,Cyprus,CYP,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"10,509.46","435,391",20.13748078,9.316110837,35.340278,33.319167,26,"93,941","179,305","1,588.14","273,246"
Rauf Denkta?,Paphos,,1924,Asia,CY,CYPRUS,CYP,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,2012,"12,813.15","354,975",20.59784135,6.771183657,34.766667,32.416667,39,"142,880","356,833","18,890.40","499,713"
Tassos Papadopoulos,Nicosia,,1934,Asia,CY,CYPRUS,CYP,Dead,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,2008,"11,231.30","387,629",21.96664041,11.17259042,35.166667,33.366667,37,"162,085","253,473","4,077.97","415,558"
David IV of Georgia,Kutaisi,,1073,Asia,GE,Georgia,GEO,Dead,INSTITUTIONS,D,Male,GOVERNMENT,POLITICIAN,1125,"19,860.96","420,853",23.42449364,7.131701872,42.25,42.7,27,"138,538","397,708","5,341.74","536,246"
Joseph Stalin,Gori,,1878,Asia,GE,Georgia,GEO,Dead,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,1953,"320,213.14","15,641",28.93169628,10.7461468,41.966667,44.1,134,"19,923,077","22,985,484","184,866.24","42,908,561"
Lavrentiy Beria,Sukhumi,,1899,Asia,GE,Georgia,GEO,Dead,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,1953,"46,553.30","18,390",25.72834322,16.86153864,,,47,"50,083","2,137,922","10,514.01","2,188,005"
Eduard Shevardnadze,Guria,,1928,Asia,GE,Georgia,GEO,Alive,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,0,"24,409.45","353,288",23.46812163,11.25661847,42.017778,42.056111,47,"437,534","709,710","9,475.80","1,147,244"
Vladislav Ardzinba,Lower Eshera,,1945,Asia,GE,Georgia,GEO,Dead,INSTITUTIONS,V,Male,GOVERNMENT,POLITICIAN,2010,"5,446.48","298,573",18.37465813,8.33668805,43,40.983333,29,"77,148","80,800","7,075.60","157,948"
Sergei Witte,Tbilisi,,1849,Asia,GE,GEORGIA,GEO,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1915,"21,526.86","213,733",22.56272822,6.181523263,41.716667,44.783333,28,"329,366","273,386","2,492.53","602,752"
Zviad Gamsakhurdia,Tbilisi,,1939,Asia,GE,GEORGIA,GEO,Dead,INSTITUTIONS,Z,Male,GOVERNMENT,POLITICIAN,1993,"14,683.33","313,336",22.32544419,10.89456168,41.716667,44.783333,33,"178,932","305,618","3,322.44","484,550"
Sergei Bagapsh,Sukhumi,,1949,Asia,GE,GEORGIA,GEO,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,2011,"8,494.39","722,923",19.99224407,11.03755721,43,41.016667,44,"166,529","207,224","9,249.70","373,753"
Eduard Kokoity,Tskhinvali,,1964,Asia,GE,GEORGIA,GEO,Alive,INSTITUTIONS,E,Male,GOVERNMENT,POLITICIAN,0,"6,441.76","503,951",17.77927851,12.56327477,42.233333,43.966667,41,"103,573","160,539","4,751.34","264,112"
Mikheil Saakashvili,Tbilisi,,1967,Asia,GE,GEORGIA,GEO,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"30,166.63","376,738",19.69819988,9.805889598,41.716667,44.783333,68,"969,084","1,082,247","29,418.64","2,051,331"
Babrak Karmal,Kamari,,1929,Asia,GR,GREECE,GRC,Dead,INSTITUTIONS,B,Male,GOVERNMENT,POLITICIAN,1996,"21,769.08","4,463",22.51233562,7.662333025,36.376775,25.481828,26,"271,376","294,620","1,884.38","565,996"
Ma Ying-jeou,Kwong Wah Hospital,,1950,Asia,HK,Hong Kong,HKG,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"72,503.19","155,608",22.33823669,5.859723708,22.315,114.1722,43,"1,009,132","2,108,505","33,426.87","3,117,637"
Sukarno,Surabaya,,1901,Asia,ID,INDONESIA,IDN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1970,"85,685.67","217,512",25.48453851,6.527559453,-7.265278,112.7425,58,"1,394,437","3,575,332","24,038.25","4,969,769"
Suharto,Kemusuk,,1921,Asia,ID,INDONESIA,IDN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,2008,"58,078.48","217,513",24.67276117,7.691654084,-7.816667,110.283056,66,"1,527,249","2,305,931","31,330.42","3,833,180"
Abdurrahman Wahid,Jombang Regency,,1940,Asia,ID,INDONESIA,IDN,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,2009,"33,706.85","296,515",22.70580872,5.653300002,-7.466667,112.233333,39,"384,215","930,352","11,390.95","1,314,567"
Susilo Bambang Yudhoyono,Pacitan Regency,,1949,Asia,ID,INDONESIA,IDN,Alive,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,0,"68,722.10","771,458",21.1936657,4.191811776,-8.2,111.116667,58,"2,620,936","1,364,946","97,830.92","3,985,882"
Chandragupta Maurya,Bihar,,-340,Asia,IN,India,IND,Dead,INSTITUTIONS,C,Male,GOVERNMENT,POLITICIAN,-297,"60,393.49","187,726",23.40459402,2.205400764,,,43,"2,242,752","354,168","22,434.50","2,596,920"
Ashoka,Patna,,-304,Asia,IN,India,IND,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,-232,"57,844.69","1,239",26.73672242,6.087364259,,,89,"3,393,087","1,755,090","44,474.36","5,148,177"
Samudragupta,Other,,335,Asia,IN,India,IND,Alive,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,0,"12,972.08","258,669",21.44145344,2.827567798,,,26,"272,095","65,179","2,319.72","337,274"
Jahangir,Fatehpur Sikri,,1569,Asia,IN,India,IND,Dead,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,1627,"47,640.22","16,294",22.8040071,2.872227634,27.091,77.661,45,"1,748,989","394,821","15,406.86","2,143,810"
Shivaji,Shivneri,,1627,Asia,IN,India,IND,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1680,"141,050.52","149,337",22.47421179,2.002488899,,,33,"3,951,397","703,270","38,296.97","4,654,667"
Rajendra Prasad,Bihar,,1884,Asia,IN,India,IND,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,1963,"33,601.24","702,083",20.52967195,2.304394748,,,38,"1,087,861","188,986","11,861.02","1,276,847"
Sarvepalli Radhakrishnan,Tiruttani,,1888,Asia,IN,India,IND,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1975,"47,832.07","45,651",20.42007642,2.453833311,13.18,79.63,44,"1,783,631","320,980","44,656.98","2,104,611"
Jawaharlal Nehru,Allahabad,,1889,Asia,IN,India,IND,Dead,INSTITUTIONS,J,Male,GOVERNMENT,POLITICIAN,1964,"95,017","16,243",24.73745691,4.386312488,25.45,81.85,93,"6,469,458","2,367,123","69,262.57","8,836,581"
B. R. Ambedkar,Mhow,,1891,Asia,IN,India,IND,Dead,INSTITUTIONS,B,Male,GOVERNMENT,POLITICIAN,1956,"114,563.62","197,522",21.70042728,2.381184106,22.55,75.76,37,"3,494,767","744,087","46,467.47","4,238,854"
V. V. Giri,Berhampur,,1894,Asia,IN,India,IND,Dead,INSTITUTIONS,V,Male,GOVERNMENT,POLITICIAN,1980,"13,537.10","277,700",19.1999995,2.603225691,19.32,84.78,29,"325,436","67,140","3,983.08","392,576"
Liaquat Ali Khan,Karnal,,1896,Asia,IN,India,IND,Dead,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,1951,"21,992.28","461,913",19.52035055,2.060299771,29.69,76.98,29,"560,099","77,677","4,248.71","637,776"
Morarji Desai,Valsad,,1896,Asia,IN,India,IND,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1995,"28,015.15","334,672",20.3806554,2.403573346,20.63,72.93,33,"783,077","141,423","6,297.10","924,500"
Fakhruddin Ali Ahmed,Delhi,,1905,Asia,IN,India,IND,Dead,INSTITUTIONS,F,Male,GOVERNMENT,POLITICIAN,1977,"13,377.38","914,932",19.6716046,3.184945539,28.61,77.23,26,"268,254","79,558","2,668.75","347,812"
R. Venkataraman,Thanjavur,,1910,Asia,IN,India,IND,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,2009,"12,826.42","754,183",19.76458773,3.305167974,,,31,"307,106","90,513","3,781.85","397,619"
K. R. Narayanan,Kerala,,1920,Asia,IN,India,IND,Dead,INSTITUTIONS,K,Male,GOVERNMENT,POLITICIAN,2005,"17,665.26","101,731",21.05694859,3.926008651,,,34,"429,194","171,425","3,595.96","600,619"
P. V. Narasimha Rao,Karimnagar,,1921,Asia,IN,India,IND,Dead,INSTITUTIONS,P,Male,GOVERNMENT,POLITICIAN,2004,"32,646.97","33,652,726",20.05723712,2.234052178,18.436944,79.124167,30,"842,603","136,806","6,335.45","979,409"
Atal Bihari Vajpayee,Gwalior,,1924,Asia,IN,India,IND,Alive,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,0,"81,151.39","101,730",20.35539608,1.822446014,26.221521,78.178024,36,"2,626,314","295,136","28,919.90","2,921,450"
Muhammad Zia-ul-Haq,Jalandhar,,1924,Asia,IN,India,IND,Dead,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,1988,"34,806.28","235,340",21.97395972,3.467543165,31.326,75.576,40,"1,068,779","323,472","6,328.81","1,392,251"
Girija Prasad Koirala,Bihar,,1925,Asia,IN,India,IND,Dead,INSTITUTIONS,G,Male,GOVERNMENT,POLITICIAN,2010,"13,357.38","787,910",20.02449464,5.994969069,25.88,86.6,32,"263,464","163,972","9,492.17","427,436"
Manmohan Singh,Gah,,1932,Asia,IN,India,IND,Alive,INSTITUTIONS,M,Male,GOVERNMENT,POLITICIAN,0,"79,094.46","606,490",23.27621129,2.953021583,33.0625,72.652222,72,"4,654,333","1,040,468","32,428.34","5,694,801"
Pranab Mukherjee,Birbhum District,,1935,Asia,IN,India,IND,Alive,INSTITUTIONS,P,Male,GOVERNMENT,POLITICIAN,0,"52,776.22","665,443",19.50619533,1.986182191,,,41,"1,922,510","241,315","46,206.35","2,163,825"
Pervez Musharraf,Dehli,,1943,Asia,IN,India,IND,Alive,INSTITUTIONS,P,Male,GOVERNMENT,POLITICIAN,0,"45,643.12","24,260",23.17511933,4.593227677,28.61,77.23,74,"2,446,682","930,909","27,394.41","3,377,591"
Rajiv Gandhi,Mumbai,,1944,Asia,IN,India,IND,Dead,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,1991,"75,520.02","26,129",22.93022858,3.600195256,18.975,72.825833,60,"3,495,388","1,035,813","28,482.29","4,531,201"
Rahul Gandhi,New Delhi,,1970,Asia,IN,India,IND,Alive,INSTITUTIONS,R,Male,GOVERNMENT,POLITICIAN,0,"135,555.37","305,010",15.488984,1.511835331,28.613889,77.208889,27,"3,414,240","245,755","30,472.00","3,659,995"
Bahadur Shah II,Delhi,,1775,Asia,IN,INDIA,IND,Dead,INSTITUTIONS,B,Male,GOVERNMENT,POLITICIAN,1279,"39,510.82","368,629",21.50120182,2.690734275,28.61,77.23,34,"1,092,969","250,399","10,170.20","1,343,368"
Sher Shah Suri,Sasaram,,1486,Asia,IN,INDIA,IND,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,1545,"33,860.04","797,298",21.37826586,2.351393067,24.95,84.03,28,"802,187","145,894","6,038.68","948,081"
Aurangzeb,Dahod,,1618,Asia,IN,INDIA,IND,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,1707,"75,305.24","2,425",22.68873712,2.716591514,22.866667,74.25,45,"2,796,259","592,477","35,650.79","3,388,736"
Tipu Sultan,Devanahalli,,1750,Asia,IN,INDIA,IND,Dead,INSTITUTIONS,T,Male,GOVERNMENT,POLITICIAN,1799,"84,912.87","31,058",21.08774494,1.908461894,13.23,77.7,30,"2,276,709","270,677","21,200.99","2,547,386"
Lobsang Sangay,Darjeeling,,1968,Asia,IN,INDIA,IND,Alive,INSTITUTIONS,L,Male,GOVERNMENT,POLITICIAN,0,"7,814","21,079,477",15.66614707,6.80460939,27.05,88.266667,28,"96,741","122,051","4,863.73","218,792"
Cyrus the Great,Anshan,,-576,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,C,Male,GOVERNMENT,POLITICIAN,-530,"76,819.81","800,012",28.32375903,7.761688427,30.011667,52.407778,89,"3,499,343","3,337,620","31,733.35","6,836,963"
Antiochus III the Great,Susa,,-241,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,-187,"17,812.05","84,551",26.14430185,11.83622887,32.536389,44.420833,41,"271,100","459,194","2,621.06","730,294"
Ardashir I,Estakhr,,206,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,A,Male,GOVERNMENT,POLITICIAN,242,"10,664.68","841,099",25.90791495,14.60098442,29.980833,52.909444,47,"161,358","339,882","2,033.55","501,240"
Shapur I,Firuzabad,,226,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,270,"13,822.45","140,700",25.9087916,12.65969843,28.843889,52.570833,40,"205,540","347,358","1,676.64","552,898"
Shapur II,Firuzabad,,309,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,S,Male,GOVERNMENT,POLITICIAN,379,"10,811.68","140,702",25.13866177,12.5527484,28.843889,52.570833,34,"129,991","237,606","1,341.36","367,597"
Harun al-Rashid,Tehran,,763,Asia,IR,Iran,IRN,Dead,INSTITUTIONS,H,Male,GOVERNMENT,POLITICIAN,809,"44,338.19","78,388",26.53846704,8.858671845,35.583333,51.433333,57,"868,355","1,658,922","15,025.48","2,527,277"
